2	5182.0	199.0	218.0	210.0	215.0	609.0	935.0	736.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	840.0	1539.0	1.0	573.0	3315.0	2880.0	300.0	696.0	431.0	1965.0	515.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2760.0	1280.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10121.0	9919.0	7559.0	240.0	2865.0	256.0	1330.0	1265.0	411.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	780.0	434.0	1.0
2	6523.0	844.0	584.0	90.0	297.0	700.0	1935.0	1415.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3780.0	5790.0	1.0	13946.0	2964.0	2888.0	180.0	239.0	257.0	970.0	756.0	149.0	160.0	331.0	149.0	1080.0	1142.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	7020.0	6628.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0	3030.0	3016.0	300.0	286.0	431.0	835.0	526.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3870.0	445.0	1.0
1	1275.0	759.0	169.0	240.0	777.0	173.0	340.0	577.0	349.0	1340.0	1109.0	349.0	1240.0	820.0	671.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	535.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12932.0	3963.0	3176.0	90.0	883.0	671.0	815.0	956.0	700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3780.0	159.0	1.0
3	3997.0	1300.0	212.0	240.0	1267.0	815.0	270.0	135.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5070.0	2161.0	1.0	9805.0	252.0	33.0	240.0	399.0	815.0	275.0	164.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5070.0	727.0	1.0	571.0	250.0	153.0	150.0	181.0	610.0	525.0	181.0	281.0	415.0	764.0	281.0	80.0	108.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	2880.0	1258.0	2.0	2544.0	329.0	81.0	570.0	763.0	391.0	80.0	79.0	281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2880.0	151.0	1.0
2	7125.0	139.0	87.0	240.0	232.0	783.0	255.0	154.0	815.0	460.0	563.0	815.0	215.0	182.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	4890.0	374.0	2.0	10590.0	303.0	110.0	240.0	371.0	815.0	215.0	143.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4890.0	919.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6753.0	119.0	19.0	240.0	298.0	128.0	960.0	678.0	597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	161.0	1.0
1	10481.0	387.0	68.0	240.0	514.0	815.0	285.0	219.0	485.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5160.0	1170.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5570.0	933.0	1074.0	180.0	677.0	485.0	885.0	695.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6680.0	2830.0	1.0
2	12343.0	748.0	96.0	150.0	758.0	281.0	395.0	152.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	193.0	1.0	8553.0	231.0	154.0	150.0	187.0	308.0	620.0	643.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4200.0	282.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13961.0	1580.0	1088.0	240.0	685.0	128.0	905.0	581.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	223.0	1.0
3	9931.0	898.0	112.0	240.0	965.0	281.0	415.0	186.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6715.0	11.0	1.0	11023.0	974.0	310.0	240.0	845.0	281.0	415.0	157.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5160.0	47.0	1.0	9401.0	227.0	216.0	150.0	102.0	614.0	455.0	187.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5005.0	869.0	1.0	4744.0	238.0	59.0	135.0	254.0	815.0	280.0	319.0	485.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5160.0	140.0	1.0
2	12666.0	3140.0	3004.0	240.0	324.0	445.0	995.0	808.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	200.0	1.0	7177.0	1499.0	733.0	300.0	1059.0	413.0	970.0	759.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	1320.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600.0	395.0	40.0	165.0	475.0	128.0	1275.0	1058.0	413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3960.0	934.0	1.0
3	14132.0	142.0	136.0	240.0	182.0	456.0	1085.0	1093.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	550.0	289.0	1.0	12448.0	2331.0	1814.0	180.0	653.0	671.0	890.0	917.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	550.0	1528.0	1.0	11408.0	447.0	538.0	180.0	36.0	468.0	935.0	987.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.0	693.0	1.0	3390.0	405.0	133.0	180.0	406.0	349.0	840.0	749.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6680.0	164.0	1.0
